ID товара,Наименование,Цена,Город,Промо цена,Ссылка
3491025,Батончик Racionika черника 45г,"73,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3491025/
3335273,Батончик ПП овсяный кокосовый торт с кокосовой стружкой 50г,"69,90 ₽",Москва и Московская область,"48,90 ₽",https://www.detmir.ru/product/index/id/3335273/
3491068,Крекеры Bifrut гречневые с луком 210г,"164,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3491068/
3328917,Батончик Pastilata фруктовый тыква-яблоко 30г,"77,90 ₽",Москва и Московская область,"67,90 ₽",https://www.detmir.ru/product/index/id/3328917/
3533596,Фрукты сушеные Gifruit дикое яблоко 500г,779 ₽,Москва и Московская область,647 ₽,https://www.detmir.ru/product/index/id/3533596/
3422198,Батончик Bionova №10 маракуйя-кокос 35г,"84,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3422198/
3422191,Батончик Bionova №2 малина-яблоко 35г,"77,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3422191/
3277153,Чипсы NEWTON сладкие яблоки 25г,"147,90 ₽",Москва и Московская область,"73,90 ₽",https://www.detmir.ru/product/index/id/3277153/
3286821,Батончик Take a Bite Спорт орехово-фруктовый арахис-банан 45г,"113,30 ₽",Москва и Московская область,"79,90 ₽",https://www.detmir.ru/product/index/id/3286821/
3277071,Снеки Зеленика сушеная редька 50г,"172,90 ₽",Москва и Московская область,"99,90 ₽",https://www.detmir.ru/product/index/id/3277071/
3284508,Батончик Take a Slim Bite фруктово-ягодный двойной шоколад 30г,"67,50 ₽",Москва и Московская область,"53,90 ₽",https://www.detmir.ru/product/index/id/3284508/
3533587,Орехи Gifruit фундук лесной 250г,427 ₽,Москва и Московская область,371 ₽,https://www.detmir.ru/product/index/id/3533587/
3417766,Драже SCANDIC лесные ягоды 200шт,"102,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3417766/
3430057,Попкорн ПроПорция Барбекю острый 30г,"61,30 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3430057/
3491237,Снек кукурузный Honest Fields со вкусом сметаны 30г,"131,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3491237/
3728589,Снек Bob Snail Фруктово-ягодный яблочно-малиновый в молочном бельгийском шоколаде без добавленного сахара 60г,"190,90 ₽",Москва и Московская область,"165,90 ₽",https://www.detmir.ru/product/index/id/3728589/
3794836,Батончик BE-KIND горький шоколад-морская соль 30г,"119,90 ₽",Москва и Московская область,"107,90 ₽",https://www.detmir.ru/product/index/id/3794836/
3491069,Крекеры Bifrut льняные с кунжутом 210г,"164,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3491069/
3649389,Чипсы MOjNO персик-клубника со вкусом милкшейк 50г,"164,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3649389/
3289686,Хлебцы Take a Bite хрустящие кукурузно-рисовые с морской солью 30г,"46,10 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3289686/
3415080,Батончик Биокей с бананом и цельными злаками 20г,"28,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3415080/
3418930,Батончик ПП овсяный тарт с малиной и ароматом лесных ягод 50г,"66,50 ₽",Москва и Московская область,"46,90 ₽",https://www.detmir.ru/product/index/id/3418930/
3486244,Снеки Зеленика сушеная клубника 15г,"128,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3486244/
3506030,Чипсы Сибуки морская капуста-васаби 5г,"62,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3506030/
3422192,Батончик Bionova №3 клюква-орехи 35г,"77,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3422192/
3491239,Снек кукурузный Honest Fields со вкусом арахиса 30г,"161,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3491239/
3294950,Козинак Рототайка на фруктозе кунжут-чернослив 27г,"24,50 ₽",Москва и Московская область,"21,90 ₽",https://www.detmir.ru/product/index/id/3294950/
3728582,Снек Bob Snail Фруктовый яблочно-грушевый в молочном бельгийском шоколаде без добавленного сахара 30г,"98,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3728582/
3533592,Фрукты сушеные Gifruit хурма 250г,439 ₽,Москва и Московская область,,https://www.detmir.ru/product/index/id/3533592/
3710570,Батончик Капитан Сильвер трюфельно-ореховый в шоколадной глазури 50г,"29,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3710570/
3277068,Снеки Зеленика сушеная свекла 50г,"172,90 ₽",Москва и Московская область,115 ₽,https://www.detmir.ru/product/index/id/3277068/
3296417,Снеки Biosaurus органические кукурузные со вкусом кетчупа 15г,"86,10 ₽",Москва и Московская область,"42,90 ₽",https://www.detmir.ru/product/index/id/3296417/
3419013,Батончик DiYes апельсин-фундук-арахис с молочным шоколадом и витамином С 40г,"66,70 ₽",Москва и Московская область,"57,90 ₽",https://www.detmir.ru/product/index/id/3419013/
3415079,Батончик Биокей с черникой и цельными злаками 30г,"28,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3415079/
3480245,Батончик SOJ Маршмэллоу с клубничной начинкой в белом шоколаде 30г,"74,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3480245/
3328918,Батончик Pastilata фруктовый вишня-банан 30г,"77,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3328918/
3296401,Шоколад Super Fudgio темный без сахара 40г,211 ₽,Москва и Московская область,,https://www.detmir.ru/product/index/id/3296401/
3710569,Батончик Капитан Сильвер с какао в белой глазури 50г,"29,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3710569/
3422254,Хлебцы Leksands ржаные Органические 180г,239 ₽,Москва и Московская область,,https://www.detmir.ru/product/index/id/3422254/
3710568,Батончик Капитан Сильвер с какао в шоколадной глазури 50г,"34,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3710568/
3604604,Батончик Ого! фруктовый с черникой 30г,"56,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3604604/
3491229,Снек кукурузный Honest Fields морские водоросли 30г,"161,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3491229/
3728583,Снек Bob Snail Фруктово-ягодный яблочно-малиновый в молочном бельгийском шоколаде без добавленного сахара 30г,"98,90 ₽",Москва и Московская область,"85,90 ₽",https://www.detmir.ru/product/index/id/3728583/
3277082,Снеки Зеленика сушеный ананас 20г,"195,50 ₽",Москва и Московская область,"146,90 ₽",https://www.detmir.ru/product/index/id/3277082/
3444370,Батончик-мюсли Диа-Веста Класс вишня-абрикос в глазури 32г,"26,50 ₽",Москва и Московская область,"12,90 ₽",https://www.detmir.ru/product/index/id/3444370/
3286059,Батончик Pikki фруктовы банан-яблоко 25г,"51,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3286059/
3289684,Хлебцы Take a Bite хрустящие гречневые 30г,"46,10 ₽",Москва и Московская область,"40,90 ₽",https://www.detmir.ru/product/index/id/3289684/
3728581,Снек Bob Snail Фруктовый хурма в молочном бельгийском шоколаде без добавленного сахара 30г,"98,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3728581/
3889790,Гематоген Народный с лесным орехом 40г,"24,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3889790/
3498122,Батончик Zatochito злаковый ассорти 4*22г,"194,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3498122/
3322300,Батончик Дары Памира Шелковица с Памира шелковица-какао 20г,"55,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3322300/
3422195,Батончик Bionova №6 лимон-орехи 35г,"77,90 ₽",Москва и Московская область,"67,90 ₽",https://www.detmir.ru/product/index/id/3422195/
3486245,Снеки Зеленика сушеное манго 15г,"128,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3486245/
3728579,Снек Bob Snail Фруктово-ягодный яблочно-клубничный в молочном бельгийском шоколаде без добавленного сахара 30г,"98,90 ₽",Москва и Московская область,"85,90 ₽",https://www.detmir.ru/product/index/id/3728579/
3310417,Чипсы Happy Monkey кокосовые фитнес 40г,"169,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3310417/
3328902,Фрукты сушеные Экофермер яблоко с корицей 75г,"135,10 ₽",Москва и Московская область,"107,90 ₽",https://www.detmir.ru/product/index/id/3328902/
3537110,Снэки Вегенсы картофель сушеный без соли 50г,"88,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3537110/
3491023,Батончик Racionika Сахар-контроль вишня 50г,"78,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3491023/
3550044,Крекеры TRAWA от Get Health льняные 160г,371 ₽,Москва и Московская область,,https://www.detmir.ru/product/index/id/3550044/
3444373,Завтрак сухой Диа-Веста Класс с ягодами облепихи 30г,"19,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3444373/
3819337,Фрукты сушеные Gifruit exotic манго 250г,441 ₽,Москва и Московская область,365 ₽,https://www.detmir.ru/product/index/id/3819337/
3433300,Хлебцы DrKorner кукурузно-рисовые с киноа льном и розмарином 100г,"91,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3433300/
3286819,Батончик Take a Bite Контроль веса орехово-фруктовый морковь-кешью 45г,"113,30 ₽",Москва и Московская область,"90,90 ₽",https://www.detmir.ru/product/index/id/3286819/
3619407,Палочки кукурузные Baby King Organic 30г,"58,70 ₽",Москва и Московская область,"48,90 ₽",https://www.detmir.ru/product/index/id/3619407/
3707626,Клубника Можно много сублимированная 20г,205 ₽,Москва и Московская область,,https://www.detmir.ru/product/index/id/3707626/
3710565,Биологически активная добавка Капитан Сильвер Батончик кокосовый в белой глазури 50г,"34,90 ₽",Москва и Московская область,"29,90 ₽",https://www.detmir.ru/product/index/id/3710565/
3277077,Снеки Зеленика сушеное яблоко 20г,"157,90 ₽",Москва и Московская область,"117,90 ₽",https://www.detmir.ru/product/index/id/3277077/
3366459,Лепестки Polezzno миндальные100г,331 ₽,Москва и Московская область,281 ₽,https://www.detmir.ru/product/index/id/3366459/
3794843,Батончик BE-KIND цельные злаки-малина 30г,"64,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3794843/
3795012,Соломка Вастэко Цельнозерновая из полбы с морской солью 150г,"142,90 ₽",Москва и Московская область,"128,90 ₽",https://www.detmir.ru/product/index/id/3795012/
3294949,Козинак Рототайка на фруктозе кунжут-курага 27г,"24,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3294949/
3537106,Попкорн Happy Corn сладко-соленый 30г,"29,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3537106/
3794837,Батончик BE-KIND миндаль-кокос-мед 30г,"119,90 ₽",Москва и Московская область,"107,90 ₽",https://www.detmir.ru/product/index/id/3794837/
3889803,Гематоген Народный глазурь кокос 40г,"24,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3889803/
3322303,Батончик Дары Памира Шелковица с Памира шелковица-вишня 20г,"55,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3322303/
3491235,Снек кукурузный Honest Fields средиземноморские пряности 30г,"153,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3491235/
3294945,Батончик Рототайка на фруктозе мультифрукт 27г,"26,90 ₽",Москва и Московская область,"21,90 ₽",https://www.detmir.ru/product/index/id/3294945/
3889787,Гематоген Народный витаминизированный 40г,"19,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3889787/
3335282,Хлебцы ПП ржано-гречневые с розовой гималайской солью 100г,"73,50 ₽",Москва и Московская область,"50,90 ₽",https://www.detmir.ru/product/index/id/3335282/
3533576,Фрукты сушеные Gifruit яблоко 70г,"193,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3533576/
3604583,Хлебцы Ого! с луком 75г,"23,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3604583/
3795016,Хлебцы Вастэко Из полбы круглые без соли 100г,"84,90 ₽",Москва и Московская область,"75,90 ₽",https://www.detmir.ru/product/index/id/3795016/
1919711,Батончики Sponge Bob амарантовые с шоколадной начинкой глазированные 20г,"36,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/1919711/
3452846,Попкорн Holy Corn морская соль 20г,"68,10 ₽",Москва и Московская область,"60,90 ₽",https://www.detmir.ru/product/index/id/3452846/
3480269,Батончик SOJ фруктово-ореховый со вкусом кокоса миндаль-кешью-кокос 40г,"102,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3480269/
3491230,Снек кукурузный Honest Fields со вкусом сыра чеддер 30г,"131,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3491230/
3649390,Чипсы MOjNO яблоко-карамельное латте 50г,"164,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3649390/
3422193,Батончик Bionova №4 черника-яблоко 35г,"77,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3422193/
3491241,Снек кукурузный Honest Fields матча-лайм 30г,"145,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3491241/
3533600,Фрукты сушеные Gifruit хурма 500г,779 ₽,Москва и Московская область,647 ₽,https://www.detmir.ru/product/index/id/3533600/
3537104,Криспы Happy Crisp гречка-амарант-куркума 50г,"59,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3537104/
3604605,Батончик Ого! фруктовый с абрикосом и яблоком 30г,"56,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3604605/
3954995,Смесь Вкусы Мира клубника-орехи-семечки 50г,"143,70 ₽",Москва и Московская область,"128,90 ₽",https://www.detmir.ru/product/index/id/3954995/
3954998,Смесь Вкусы Мира манго-орехи-семечки 50г,"143,70 ₽",Москва и Московская область,"128,90 ₽",https://www.detmir.ru/product/index/id/3954998/
3286061,Батончик Pikki фруктовый клюква-яблоко 25г,"49,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3286061/
3537107,Попкорн Happy Corn с cолью 30г,"79,90 ₽",Москва и Московская область,"69,90 ₽",https://www.detmir.ru/product/index/id/3537107/
3276047,Снек Marc&Фиса Солёный фруст тыква 50г,"61,70 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3276047/
3277163,Чипсы NEWTON кокосовые 40г,"157,90 ₽",Москва и Московская область,"136,90 ₽",https://www.detmir.ru/product/index/id/3277163/
3689545,Батончик-мюсли Леовит Energizer с фруктами шоколад с мятой 40г,"49,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3689545/
3889788,Гематоген Народный йодированный 40г,"20,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3889788/
3889791,Гематоген Народный с кедровым орехом 40г,"32,50 ₽",Москва и Московская область,"27,90 ₽",https://www.detmir.ru/product/index/id/3889791/
3295001,Батончик Bifrut мюсли на фруктозе ананас 30г,"24,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3295001/
3335276,Козинак ПП подсолнечный 40г,"36,30 ₽",Москва и Московская область,"26,90 ₽",https://www.detmir.ru/product/index/id/3335276/
3604585,Хлебцы Ого! гречневые 75г,"35,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3604585/
3422250,Хлебцы Leksands Традиционные темно-ржаные 200г,229 ₽,Москва и Московская область,"198,90 ₽",https://www.detmir.ru/product/index/id/3422250/
3430054,Попкорн ПроПорция сладко-солёный с сиропом цикория 60г,"85,90 ₽",Москва и Московская область,"66,90 ₽",https://www.detmir.ru/product/index/id/3430054/
3452850,Попкорн Holy Corn нежный сыр 25г,"109,90 ₽",Москва и Московская область,"54,90 ₽",https://www.detmir.ru/product/index/id/3452850/
3277155,Чипсы NEWTON кисло-сладкие яблоки 25г,"147,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3277155/
3277158,Чипсы NEWTON ананасовые 30г,227 ₽,Москва и Московская область,"196,90 ₽",https://www.detmir.ru/product/index/id/3277158/
3328908,Снеки Экофермер Пикантные из пророщенных семян 100г,"181,90 ₽",Москва и Московская область,"90,90 ₽",https://www.detmir.ru/product/index/id/3328908/
3480612,Ядра Nutvill семян тыквы 150г,225 ₽,Москва и Московская область,"195,90 ₽",https://www.detmir.ru/product/index/id/3480612/
4047023,Чипсы PastiLab фруктовые микс яблоко-груша-апельсин-банан 30г,"119,90 ₽",Москва и Московская область,"107,90 ₽",https://www.detmir.ru/product/index/id/4047023/
3277080,Снеки Зеленика сушеный инжир 20г,"195,50 ₽",Москва и Московская область,"146,90 ₽",https://www.detmir.ru/product/index/id/3277080/
3422194,Батончик Bionova №5 апельсин-орехи 35г,"77,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3422194/
3452848,Попкорн Holy Corn сметана-зелень-черный перец 20г,"68,10 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3452848/
3550045,Крекеры TRAWA от Get Health гречишные 60г,223 ₽,Москва и Московская область,"193,90 ₽",https://www.detmir.ru/product/index/id/3550045/
3710576,Батончик Капитан Сильвер с кремом в шоколадной глазури 50г,"34,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3710576/
3728586,Снек Bob Snail Фруктовый манговый в молочном бельгийском шоколаде без добавленного сахара 60г,"190,90 ₽",Москва и Московская область,"165,90 ₽",https://www.detmir.ru/product/index/id/3728586/
3954997,Смесь Вкусы Мира лесные ягоды-орехи-семечки 50г,"143,70 ₽",Москва и Московская область,"128,90 ₽",https://www.detmir.ru/product/index/id/3954997/
3286825,Батончик Take a Bite Старбайт орехово-фруктовый шоколад-мускатный орех 45г,"113,30 ₽",Москва и Московская область,"87,90 ₽",https://www.detmir.ru/product/index/id/3286825/
3491071,Крекеры Bifrut овсяные с томатом 210г,"164,90 ₽",Москва и Московская область,"142,90 ₽",https://www.detmir.ru/product/index/id/3491071/
3795036,Вафли Вастэко Пиццелли из полбы с луком 33г,"54,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3795036/
3498106,Пастила Friends яблоко 27г,"49,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3498106/
3542680,Снеки Сибирская клетчатка Полезный Перекус Завтрак шоконяшки 110г,"129,90 ₽",Москва и Московская область,"112,90 ₽",https://www.detmir.ru/product/index/id/3542680/
3444366,Батончик-мюсли Диа-Веста Vogue апельсин в глазури 37г,"26,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3444366/
3491234,Снек кукурузный Honest Fields гималайская соль бальзамический уксус 30г,"139,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3491234/
3506032,Чипсы Сибуки морская капуста-кимчи 5г,"62,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3506032/
3430074,Пастилки EcoSpace манго-чиа 40г,"176,70 ₽",Москва и Московская область,"123,90 ₽",https://www.detmir.ru/product/index/id/3430074/
3277067,Снеки Зеленика сушеная морковь 50г,"172,90 ₽",Москва и Московская область,"109,90 ₽",https://www.detmir.ru/product/index/id/3277067/
3649409,Инжир Vitazine сублимированный 36г,407 ₽,Москва и Московская область,365 ₽,https://www.detmir.ru/product/index/id/3649409/
1919661,Батончики Умные сладости лесная ягода в глазури 20г,"34,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/1919661/
3296389,Снеки Biosaurus органические кукурузные сыр 50г,"177,90 ₽",Москва и Московская область,"154,90 ₽",https://www.detmir.ru/product/index/id/3296389/
3422190,Батончик Bionova №1 яблоко-клубника 35г,"77,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3422190/
3294946,Козинак Рототайка на фруктозе подсолнечный 27г,"24,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3294946/
3294986,Батончик DrDias мюсли на фруктозе в йогурте вишня 35г,"38,90 ₽",Москва и Московская область,"33,90 ₽",https://www.detmir.ru/product/index/id/3294986/
3889793,Гематоген Народный школьный 40г,"25,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3889793/
3533597,Фрукты сушеные Gifruit дыня 500г,1 259 ₽,Москва и Московская область,1 045 ₽,https://www.detmir.ru/product/index/id/3533597/
3480272,Батончик SOJ фруктово-ореховый со вкусом черники миндаль-кешью-черника 40г,"102,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3480272/
3707627,Манго Можно много сублимированное 20г,205 ₽,Москва и Московская область,,https://www.detmir.ru/product/index/id/3707627/
3954994,Смесь Вкусы Мира киви-орехи-семечки 50г,"143,70 ₽",Москва и Московская область,"128,90 ₽",https://www.detmir.ru/product/index/id/3954994/
3277096,Снеки Зеленика сушеная свекла с морской солью 20г,"77,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3277096/
3418929,Батончик ПП овсяный штрудель с яблоками и корицей 50г,"69,90 ₽",Москва и Московская область,"48,90 ₽",https://www.detmir.ru/product/index/id/3418929/
3503241,Кокосовая стружка Chikalab 100г,"198,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3503241/
3550043,Крекеры TRAWA от Get Health льняные 60г,"165,30 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3550043/
3710564,Биологически активная добавка Капитан Сильвер кокосовый в шоколадной глазури 50г,"39,90 ₽",Москва и Московская область,"33,90 ₽",https://www.detmir.ru/product/index/id/3710564/
3277090,Снеки Зеленика сушеное садовое ассорти 20г,"197,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3277090/
3286081,Батончик Леовит Get raw фруктовый чернослив и свекла 30г,"61,90 ₽",Москва и Московская область,"49,90 ₽",https://www.detmir.ru/product/index/id/3286081/
3295002,Батончик Bifrut мюсли на фруктозе чернослив 30г,"24,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3295002/
3452855,Попкорн Holy Corn СВЧ нежный сыр70г,"91,50 ₽",Москва и Московская область,"70,90 ₽",https://www.detmir.ru/product/index/id/3452855/
3498105,Пастила Friends яблоко-малина 27г,"49,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3498105/
3537108,Попкорн Happy Corn для свч с солью 100г,"49,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3537108/
3710572,Батончик Капитан Сильвер из вареной сгущенки в шоколадной глазури 50г,"29,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3710572/
3296397,Снеки Organique Love органические кукурузные с морской солью 50г,"188,30 ₽",Москва и Московская область,139 ₽,https://www.detmir.ru/product/index/id/3296397/
3296398,Снеки Organique Love органические кукурузные сыр-перец халапенью 50г,"188,30 ₽",Москва и Московская область,139 ₽,https://www.detmir.ru/product/index/id/3296398/
3889797,Гематоген Народный с черносливом 40г,"25,10 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3889797/
3452851,Попкорн Holy Corn морская соль 60г,"159,90 ₽",Москва и Московская область,"138,90 ₽",https://www.detmir.ru/product/index/id/3452851/
3526367,Финики R.A.W.LIFE Мабрум 125г,399 ₽,Москва и Московская область,319 ₽,https://www.detmir.ru/product/index/id/3526367/
3286823,Батончик Take a Bite Баланс орехово-фруктовый кокос-бразильский орех 45г,"113,30 ₽",Москва и Московская область,"79,90 ₽",https://www.detmir.ru/product/index/id/3286823/
3366412,Чипсы Polezzno кокосовые 100г,273 ₽,Москва и Московская область,237 ₽,https://www.detmir.ru/product/index/id/3366412/
3295000,Батончик Bifrut мюсли на фруктозе абрикос 30г,"24,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3295000/
3335275,Батончик ПП ореховый миндаль 40г,"101,70 ₽",Москва и Московская область,"85,90 ₽",https://www.detmir.ru/product/index/id/3335275/
3491026,Батончик Racionika диетический постный песочное печенье 50г,"69,90 ₽",Москва и Московская область,"62,90 ₽",https://www.detmir.ru/product/index/id/3491026/
3498107,Пастила Friends яблоко-персик 27г,"49,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3498107/
3459507,Батончик Effort Мюсли злаковый манго 40г,"25,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3459507/
3294947,Козинак Рототайка на фруктозе арахис-курага 27г,"24,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3294947/
3294965,Завтрак LaFitore легкий кукурузный 110г,"123,50 ₽",Москва и Московская область,"61,90 ₽",https://www.detmir.ru/product/index/id/3294965/
3794995,Батончики Вастэко Козинаки из полбы с сухофруктами 60г,"78,90 ₽",Москва и Московская область,"70,90 ₽",https://www.detmir.ru/product/index/id/3794995/
3459506,Батончик Effort Мюсли злаковый черника 40г,"25,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3459506/
3819340,Фрукты сушеные Gifruit exotic манго 30г,"64,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3819340/
3289683,Хлебцы Take a Bite хрустящие рисово-гречневые 30г,"46,10 ₽",Москва и Московская область,"40,90 ₽",https://www.detmir.ru/product/index/id/3289683/
3322302,Батончик Дары Памира Шелковица с Памира шелковица-инжир 20г,"55,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3322302/
3498119,Батончик Zatochito злаковый малина-воздушный рис 4*22г,"194,90 ₽",Москва и Московская область,"145,90 ₽",https://www.detmir.ru/product/index/id/3498119/
3430123,Батончик SIBERRYA Перемена злаковый 35г,"43,50 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3430123/
3491065,Крекеры Bifrut льняные постные 210г,"164,90 ₽",Москва и Московская область,"142,90 ₽",https://www.detmir.ru/product/index/id/3491065/
3542679,Снеки Сибирская клетчатка Полезный Перекус Ночной перекус тройняшки 110г,"129,90 ₽",Москва и Московская область,"107,90 ₽",https://www.detmir.ru/product/index/id/3542679/
3666046,Биологически активная добавка Актру Пант Актив 100кап,493 ₽,Москва и Московская область,429 ₽,https://www.detmir.ru/product/index/id/3666046/
3794842,Батончик BE-KIND цельные злаки-банан 30г,"64,90 ₽",Москва и Московская область,"50,90 ₽",https://www.detmir.ru/product/index/id/3794842/
3496566,Гранола ОлЛайт шоколадная с попкорном 40г,"64,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3496566/
3746409,Батончик Mindys кешью-семечки тыквы 35г,"44,90 ₽",Москва и Московская область,,https://www.detmir.ru/product/index/id/3746409/
3728588,Снек Bob Snail Фруктовый яблочно-грушевый в молочном бельгийском шоколаде без добавленного сахара 60г,"190,90 ₽",Москва и Московская область,"165,90 ₽",https://www.detmir.ru/product/index/id/3728588/
3889799,Гематоген Народный с курагой 40г,"25,10 ₽",Москва и Московская область,"22,90 ₽",https://www.detmir.ru/product/index/id/3889799/
3289685,Хлебцы Take a Bite хрустящие кукурузно-рисовые с луком 30г,"46,10 ₽",Москва и Московская область,"40,90 ₽",https://www.detmir.ru/product/index/id/3289685/
3294987,Козинаки LaFitore злаковый на фруктозе лён-кунжут 27г,"46,70 ₽",Москва и Московская область,"40,90 ₽",https://www.detmir.ru/product/index/id/3294987/
3442417,Чипсы NEWTON из дыни 30г,"154,90 ₽",Москва и Московская область,"134,90 ₽",https://www.detmir.ru/product/index/id/3442417/
3819339,Фрукты сушеные Gifruit exotic манго 45г,"84,90 ₽",Москва и Московская область,"73,90 ₽",https://www.detmir.ru/product/index/id/3819339/
4047081,Крекеры Take a Bite Picnic с морской солью 115г,"149,90 ₽",Москва и Московская область,"134,90 ₽",https://www.detmir.ru/product/index/id/4047081/
3286826,Батончик Take a Bite Лавбайт орехово-фруктовый вишня-миндаль 45г,"113,30 ₽",Москва и Московская область,"79,90 ₽",https://www.detmir.ru/product/index/id/3286826/
